# Chapter 10 internal structure
F4C3_CON_08,F4C3_SKILL_04,prerequisite,Eliminate one variable.
F4C3_CON_08,F4C3_SKILL_05,prerequisite,Reduce to two variables.
F4C3_CON_08,F4C3_SKILL_06,prerequisite,Back-substitute to solve.
F4C3_CON_12,F4C3_SKILL_07,prerequisite,Identify contradictions.
F4C3_CON_11,F4C3_SKILL_08,prerequisite,Parameterise solution set.
F4C3_CON_09,F4C3_SKILL_09,prerequisite,Substitute expressions across equations.
F4C3_CON_01,F4C3_SKILL_10,prerequisite,Verify solutions in original system.
F4C3_CON_13,F4C3_SKILL_11,prerequisite,Model typical finance/mixture/rent problems.
F4C3_CON_14,F4C3_SKILL_12,related_to,Optional matrix view/technology aid.
F4C3_CON_17,F4C3_SKILL_13,prerequisite,Rearrange and substitute linear into non-linear.
F4C3_CON_19,F4C3_SKILL_14,prerequisite,Solve the resulting quadratic.
F4C3_CON_21,F4C3_SKILL_15,prerequisite,Filter roots by context.
F4C3_CON_16,F4C3_SKILL_16,prerequisite,Use graphs to approximate intersections.
F4C3_CON_16,F4C3_SKILL_17,prerequisite,Interpret intersection coordinates.
F4C3_CON_23,F4C3_SKILL_18,prerequisite,Standard procedure for line–circle intersection.
F4C3_CON_22,F4C3_SKILL_19,prerequisite,Set up perimeter/area models.
F4C3_CON_25,F4C3_SKILL_20,prerequisite,Sanity-check the answers.
F4C3_CON_14,F4C3_SKILL_21,related_to,Use tech to check/visualise solutions.
F4C3_SKILL_03,F4C3_SKILL_04,related_to,Aligned coefficients facilitate elimination.
F4C3_SKILL_04,F4C3_SKILL_05,related_to,"After eliminating one variable, reduce to two."
F4C3_SKILL_05,F4C3_SKILL_06,related_to,Solve reduced system then back-substitute.
F4C3_SKILL_14,F4C3_SKILL_15,related_to,Choose context-appropriate root(s).
F4C3_SKILL_16,F4C3_SKILL_17,related_to,Interpret plotted intersections.
F4C3_CON_21,F4C2_CON_14,prerequisite,Domain from Chapter 1 underpins quadratic functions (strong link).
F4C2_CON_13,F4C2_CON_14,prerequisite,Range from Chapter 1 underpins quadratic functions (strong link).
F4C2_CON_11,F4C3_SKILL_14,related_to,Root properties from Chapter 2 strongly support solving in Chapter 3.
F4C2_CON_13,F4C3_SKILL_14,related_to,Root properties from Chapter 2 strongly support solving in Chapter 3.
F4C2_CON_12,F4C3_SKILL_14,related_to,Root properties from Chapter 2 strongly support solving in Chapter 3.
F4C2_CON_11,F4C2_SKILL_02,related_to,Root properties from Chapter 2 strongly support solving in Chapter 3.
F4C2_CON_13,F4C2_SKILL_02,related_to,Root properties from Chapter 2 strongly support solving in Chapter 3.
F4C2_CON_12,F4C2_SKILL_02,related_to,Root properties from Chapter 2 strongly support solving in Chapter 3.
F4C2_CON_11,F4C2_SKILL_01,related_to,Root properties from Chapter 2 strongly support solving in Chapter 3.
F4C2_CON_13,F4C2_SKILL_01,related_to,Root properties from Chapter 2 strongly support solving in Chapter 3.
F4C2_CON_12,F4C2_SKILL_01,related_to,Root properties from Chapter 2 strongly support solving in Chapter 3.
F4C2_CON_03,F4C2_CON_19,related_to,Completing the square connects strongly to vertex form and sketching.
F4C2_CON_03,F4C2_CON_23,related_to,Completing the square connects strongly to vertex form and sketching.
F4C2_CON_03,F4C2_CON_24,related_to,Completing the square connects strongly to vertex form and sketching.
F4C2_CON_03,F4C2_CON_25,related_to,Completing the square connects strongly to vertex form and sketching.
F4C2_CON_03,F4C2_CON_27,related_to,Completing the square connects strongly to vertex form and sketching.
F4C2_CON_14,F4C3_CON_25,related_to,Function notation/context from Ch1 supports units & interpretation in Ch3.
F4C2_SKILL_18,F4C3_SKILL_16,related_to,Graph sketching is strongly related to graphical intersection methods in Ch3.
F4C4_CON_01,F4C4_CON_02,contains,Index notation underpins product law.
F4C4_CON_01,F4C4_CON_03,contains,Index notation underpins quotient law.
F4C4_CON_01,F4C4_CON_04,contains,Index notation underpins power law.
F4C4_CON_01,F4C4_CON_05,contains,Index notation underpins product/quotient of powers.
F4C4_CON_01,F4C4_CON_06,contains,Index notation includes zero/negative/fractional indices.
F4C4_CON_02,F4C4_SKILL_01,prerequisite,Know product of powers to simplify.
F4C4_CON_03,F4C4_SKILL_01,prerequisite,Know quotient of powers to simplify.
F4C4_CON_04,F4C4_SKILL_01,prerequisite,Know power laws to simplify.
F4C4_CON_06,F4C4_SKILL_01,prerequisite,Zero/negative/fractional indices used in simplification.
F4C4_CON_07,F4C4_SKILL_02,prerequisite,Same‑base property to equate exponents.
F4C4_CON_08,F4C4_SKILL_03,prerequisite,Growth/decay models require indices/logs.
F4C4_CON_09,F4C4_CON_10,contains,Surd simplification principle.
F4C4_CON_11,F4C4_SKILL_06,prerequisite,Surd laws for operations.
F4C4_CON_12,F4C4_SKILL_06,prerequisite,Combine only similar surds.
F4C4_CON_13,F4C4_CON_14,prerequisite,Conjugate concept used for rationalisation.
F4C4_CON_14,F4C4_SKILL_07,prerequisite,Rationalise single surd denominator.
F4C4_CON_14,F4C4_SKILL_08,prerequisite,Rationalise binomial surd denominator.
F4C4_CON_15,F4C4_SKILL_14,related_to,Geometric contexts produce surds to simplify.
F4C4_CON_09,F4C4_SKILL_04,prerequisite,Identify surd vs non‑surd.
F4C4_CON_10,F4C4_SKILL_05,prerequisite,Extract largest square factor.
F4C4_CON_11,F4C4_CON_12,contains,Similar surds rely on common radical factor.
F4C4_CON_13,F4C4_SKILL_09,prerequisite,Conjugates appear when solving surd equations.
F4C4_CON_16,F4C4_CON_20,prerequisite,Definition supports inverse relation to exponentials.
F4C4_CON_17,F4C4_SKILL_10,prerequisite,Use log laws to evaluate/simplify.
F4C4_CON_18,F4C4_SKILL_11,prerequisite,Change of base for computation.
F4C4_CON_16,F4C4_SKILL_12,prerequisite,Use logs to solve equations.
F4C4_CON_19,F4C4_SKILL_13,prerequisite,Common/natural logs for graphing/interpretation.
F4C4_CON_21,F4C4_SKILL_12,contains,Taking logs to isolate the unknown.
F4C4_CON_22,F4C4_SKILL_14,prerequisite,Finance applications.
F4C4_CON_23,F4C4_SKILL_14,prerequisite,Radioactivity/half‑life applications.
F4C4_CON_24,F4C4_SKILL_14,prerequisite,Log‑scale and population applications.
F4C2_CON_03,F4C4_CON_13,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_CON_03,F4C4_CON_14,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_CON_19,F4C4_CON_13,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_CON_19,F4C4_CON_14,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_CON_23,F4C4_CON_13,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_CON_23,F4C4_CON_14,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_CON_24,F4C4_CON_13,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_CON_24,F4C4_CON_14,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_CON_25,F4C4_CON_13,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_CON_25,F4C4_CON_14,related_to,Strong link: algebraic manipulation supports conjugate/rationalisation steps.
F4C2_SKILL_01,F4C4_SKILL_09,related_to,Strong link: equation‑solving repertoire extends to logs/surds.
F4C2_SKILL_01,F4C4_SKILL_12,related_to,Strong link: equation‑solving repertoire extends to logs/surds.
F4C2_SKILL_02,F4C4_SKILL_09,related_to,Strong link: equation‑solving repertoire extends to logs/surds.
F4C2_SKILL_02,F4C4_SKILL_12,related_to,Strong link: equation‑solving repertoire extends to logs/surds.
F4C3_SKILL_14,F4C4_SKILL_09,related_to,Strong link: equation‑solving repertoire extends to logs/surds.
F4C3_SKILL_14,F4C4_SKILL_12,related_to,Strong link: equation‑solving repertoire extends to logs/surds.
F4C4_CON_01,F4C4_CON_16,related_to,Strong link: indices and logarithms are complementary.
F4C4_CON_01,F4C4_CON_18,related_to,Strong link: indices and logarithms are complementary.
F4C4_CON_01,F4C4_CON_21,related_to,Strong link: indices and logarithms are complementary.
F4C4_CON_07,F4C4_CON_16,related_to,Strong link: indices and logarithms are complementary.
F4C4_CON_07,F4C4_CON_18,related_to,Strong link: indices and logarithms are complementary.
F4C4_CON_07,F4C4_CON_21,related_to,Strong link: indices and logarithms are complementary.
F4C2_CON_11,F4C4_SKILL_14,related_to,Strong link: domain/validity checking carries into log/exp word problems.
F4C2_CON_12,F4C4_SKILL_14,related_to,Strong link: domain/validity checking carries into log/exp word problems.
F4C2_CON_13,F4C4_SKILL_14,related_to,Strong link: domain/validity checking carries into log/exp word problems.
F4C3_CON_21,F4C4_SKILL_14,related_to,Strong link: domain/validity checking carries into log/exp word problems.
F4C4_CON_07,F4C4_SKILL_02,prerequisite,Same-base property to equate exponents.
F4C4_CON_09,F4C4_SKILL_04,prerequisite,Identify surd vs non-surd.
F4C4_CON_23,F4C4_SKILL_14,prerequisite,Radioactivity/half-life applications.
F4C4_CON_24,F4C4_SKILL_14,prerequisite,Log-scale and population applications.
F4C4_CON_20,F4C4_CON_16,related_to,Strong link: inverse functions underpin log–exp inverse relationship.
F4C4_CON_20,F4C4_CON_20,related_to,Strong link: inverse functions underpin log–exp inverse relationship.
F4C2_SKILL_01,F4C4_SKILL_09,related_to,Strong link: equation-solving repertoire extends to logs/surds.
F4C2_SKILL_01,F4C4_SKILL_12,related_to,Strong link: equation-solving repertoire extends to logs/surds.
F4C2_SKILL_02,F4C4_SKILL_09,related_to,Strong link: equation-solving repertoire extends to logs/surds.
F4C2_SKILL_02,F4C4_SKILL_12,related_to,Strong link: equation-solving repertoire extends to logs/surds.
F4C3_SKILL_14,F4C4_SKILL_09,related_to,Strong link: equation-solving repertoire extends to logs/surds.
F4C3_SKILL_14,F4C4_SKILL_12,related_to,Strong link: equation-solving repertoire extends to logs/surds.
F4C5_CON_01,F4C5_CON_02,contains,AP definition introduces common difference.
F4C5_CON_01,F4C5_CON_03,prerequisite,Understand AP to use nth term formula.
F4C5_CON_01,F4C5_CON_04,prerequisite,Understand AP to use sum formula.
F4C5_CON_03,F4C5_SKILL_02,prerequisite,Use Tn=a+(n-1)d to compute terms.
F4C5_CON_03,F4C5_SKILL_03,prerequisite,Rearrange nth term to solve for n.
F4C5_CON_04,F4C5_SKILL_04,prerequisite,Apply AP sum formula.
F4C5_CON_05,F4C5_SKILL_05,prerequisite,Apply AP in real contexts.
F4C5_CON_11,F4C5_CON_12,contains,GP definition introduces common ratio.
F4C5_CON_11,F4C5_CON_13,prerequisite,Understand GP to use nth term formula.
F4C5_CON_13,F4C5_SKILL_07,prerequisite,Compute GP term using Tn = a r^{n-1}.
F4C5_CON_14,F4C5_SKILL_08,prerequisite,Apply GP sum formula (|r|<1).
F4C5_CON_15,F4C5_SKILL_08,prerequisite,Apply GP sum formula (|r|>1).
F4C5_CON_16,F4C5_SKILL_10,prerequisite,Use S∞ when |r|<1.
F4C5_CON_17,F4C5_SKILL_11,prerequisite,Convert repeating decimals using GP.
F4C5_CON_18,F4C5_SKILL_12,prerequisite,Model growth/decay with GP ↔ exponential.
F4C5_CON_12,F4C5_SKILL_06,prerequisite,Check constant ratio.
F4C5_CON_01,F4C5_SKILL_01,prerequisite,Check constant difference.
F4C5_CON_14,F4C5_CON_16,related_to,Sum to infinity is limit case of GP sum when |r|<1.
F4C5_SKILL_12,F4C5_SKILL_13,related_to,Modelling supports solving word problems.

# Cross-chapter strong links
F4C4_CON_20,F4C5_CON_18,related_to,Strong link: GP behaviour mirrors exponential function.
F4C4_CON_16,F4C5_SKILL_09,prerequisite,Logs definition supports solving for n in GP/AP.
F4C4_CON_17,F4C5_SKILL_09,related_to,Log laws used to isolate n.
F4C4_SKILL_12,F4C5_SKILL_09,prerequisite,Solve equations using logs extends to GP problems.
F4C4_CON_08,F4C5_SKILL_12,related_to,Growth/decay models connect to GP sequences.
F4C4_CON_01,F4C5_CON_18,related_to,Indices underpin GP ↔ exponential connection.

F4C6_CON_01,F4C6_CON_03,prerequisite,Recognise linear relation to justify drawing a best‑fit line.
F4C6_CON_03,F4C6_CON_04,prerequisite,Best‑fit line models data with Y=mX+c.
F4C6_CON_04,F4C6_CON_05,contains,Gradient is a key parameter of the linear model.
F4C6_CON_04,F4C6_CON_06,contains,Intercept is a key parameter of the linear model.
F4C6_CON_07,F4C6_CON_04,prerequisite,Linearisation converts curves to straight line form Y=mX+c.
F4C6_CON_08,F4C6_SKILL_08,prerequisite,Example mapping supports the linearising workflow.
F4C6_CON_09,F4C6_SKILL_09,prerequisite,Log transform linearises exponential model.
F4C6_CON_10,F4C6_SKILL_10,prerequisite,Division by x gives linear variables.
F4C6_CON_11,F4C6_SKILL_06,prerequisite,Use model to interpolate/extrapolate.
F4C6_CON_12,F4C6_SKILL_07,prerequisite,Check validity of chosen X,Y.
F4C6_CON_13,F4C6_SKILL_12,related_to,Residuals/outliers affect line choice and prediction.
F4C6_CON_14,F4C6_SKILL_13,related_to,Technology aids constructing and reading best‑fit lines.
F4C6_CON_05,F4C6_SKILL_03,prerequisite,Compute gradient from graph.
F4C6_CON_06,F4C6_SKILL_04,prerequisite,Read/compute intercept from graph.
F4C6_CON_04,F4C6_SKILL_05,prerequisite,Form the equation of best‑fit line.
F4C6_SKILL_03,F4C6_SKILL_05,related_to,Gradient helps fix equation with intercept.
F4C6_SKILL_04,F4C6_SKILL_05,related_to,Intercept helps fix equation with gradient.

# Cross‑chapter strong links (Chapter 6 ↔ others)
F4C4_CON_16,F4C6_CON_09,related_to,Log definition enables linearising exponential models.
F4C4_CON_17,F4C6_SKILL_09,prerequisite,Log laws support extracting slope/intercept in log–linear graphs.
F4C5_CON_18,F4C6_CON_09,related_to,GP vs exponential links to log‑linear modelling.
F4C1_CON_XX,F4C6_SKILL_01,related_to,Function graphs from Chapter 1 support judging linearity.
F4C1_CON_XX,F4C6_SKILL_06,related_to,Domain/range awareness from Ch1 in interpreting extrapolation.
F4C2_CON_27,F4C6_SKILL_02,related_to,Graph sketching skills support neat best‑fit lines.
F4C3_CON_16,F4C6_SKILL_03,related_to,Reading gradients from plotted lines aligns with graphical solutions.
F4C7_CON_01,F4C7_CON_02,contains,Definition of internal division uses ratio m:n.
F4C7_CON_02,F4C7_CON_03,prerequisite,Understanding ratio precedes section formula.
F4C7_CON_03,F4C7_CON_04,contains,Midpoint is special case m=n.
F4C7_CON_05,F4C7_CON_06,contains,Parallel criterion comes from equal gradients.
F4C7_CON_05,F4C7_CON_07,contains,Perpendicular criterion from product of gradients −1.
F4C7_CON_08,F4C7_SKILL_06,prerequisite,Point–slope form used to build parallel line.
F4C7_CON_07,F4C7_SKILL_07,prerequisite,Use m⊥=−1/m to form perpendicular line.
F4C7_CON_03,F4C7_SKILL_02,prerequisite,Apply section formula to compute coordinates.
F4C7_CON_03,F4C7_SKILL_03,prerequisite,Rearrange section formula to find unknown endpoint.
F4C7_CON_04,F4C7_SKILL_04,prerequisite,Midpoint formula application.
F4C7_CON_05,F4C7_SKILL_08,prerequisite,Compute gradient from two points.
F4C7_CON_05,F4C7_SKILL_05,prerequisite,Use gradients to test // and ⟂ lines.
F4C7_CON_09,F4C7_SKILL_10,prerequisite,Triangle area via shoelace.
F4C7_CON_10,F4C7_SKILL_11,prerequisite,Polygon area via shoelace.
F4C7_CON_11,F4C7_SKILL_12,prerequisite,Area zero implies collinearity.
F4C7_CON_16,F4C7_SKILL_13,prerequisite,Box method steps.
F4C7_CON_12,F4C7_SKILL_14,prerequisite,Fixed distance locus forms circle.
F4C7_CON_13,F4C7_SKILL_15,prerequisite,Constant ratio locus forms circle (Apollonius).
F4C7_CON_14,F4C7_SKILL_16,prerequisite,Perpendicular bisector from PA=PB.
F4C7_CON_12,F4C7_SKILL_17,related_to,Solve intersection between two circles/lines.
F4C7_CON_15,F4C7_SKILL_19,prerequisite,Use distance formula in computations.
F4C7_CON_01,F4C7_SKILL_18,related_to,Movement ratio maps to internal division of segment.
F4C7_CON_09,F4C7_SKILL_20,related_to,Shoelace supports area ratios in quadrilaterals.
# Cross-chapter strong links (Chapter 7 ↔ others)
F4C6_CON_05,F4C7_CON_06,related_to,Gradient concept from Ch6 supports parallel criterion in Ch7.
F4C6_CON_05,F4C7_CON_07,related_to,Gradient concept from Ch6 supports perpendicular criterion in Ch7.
F4C6_SKILL_03,F4C7_SKILL_05,related_to,Reading gradient from graphs helps test // and ⟂.
F4C6_SKILL_05,F4C7_SKILL_06,related_to,Equation of best-fit form informs constructing parallel lines.
F4C6_SKILL_05,F4C7_SKILL_07,related_to,Equation of best-fit form informs constructing perpendicular lines.
F4C2_CON_27,F4C7_SKILL_08,related_to,Graph sketching skills support estimating gradients.
F4C3_CON_16,F4C7_SKILL_17,related_to,Graphical intersection ideas extend to loci intersections.
# Chapter 8 internal links
F4C8_CON_01,F4C8_SKILL_01,prerequisite,Know definitions to classify quantities.
F4C8_CON_02,F4C8_SKILL_02,prerequisite,Directed segment representation.
F4C8_CON_03,F4C8_SKILL_03,prerequisite,Use notation to read magnitude and direction.
F4C8_CON_04,F4C8_SKILL_05,prerequisite,Zero/negative/same vectors reasoning.
F4C8_CON_05,F4C8_SKILL_06,prerequisite,Scalar multiplication properties.
F4C8_CON_06,F4C8_SKILL_07,prerequisite,Parallel iff scalar multiple.
F4C8_CON_07,F4C8_SKILL_08,prerequisite,Collinearity via parallelism with common point.
F4C8_CON_08,F4C8_SKILL_09,contains,Resultants for parallel vectors.
F4C8_CON_09,F4C8_SKILL_10,contains,Head-to-tail construction.
F4C8_CON_10,F4C8_SKILL_11,contains,Diagonal is resultant.
F4C8_CON_11,F4C8_SKILL_12,contains,Summing multi-leg paths.
F4C8_CON_12,F4C8_SKILL_14,prerequisite,Introduce i and j unit vectors.
F4C8_CON_13,F4C8_SKILL_14,prerequisite,Position and column vector form.
F4C8_CON_13,F4C8_SKILL_15,prerequisite,Magnitude from components.
F4C8_CON_14,F4C8_SKILL_16,prerequisite,Compute unit vector r̂.
F4C8_CON_15,F4C8_SKILL_17,prerequisite,Component-wise operations.
F4C8_CON_16,F4C8_SKILL_18,related_to,Idea: ⟂ via dot = 0; ∥ via scalar multiple.
F4C8_CON_08,F4C8_SKILL_13,related_to,Applications to relative motion.

# Cross-chapter strong links (Vectors ↔ Ch7 Coordinate Geometry)
F4C7_CON_05,F4C8_SKILL_18,related_to,Gradient ideas from Ch7 support ∥/⟂ tests in vectors.
F4C7_CON_08,F4C8_SKILL_10,related_to,Point–gradient form helps head-to-tail construction.
F4C7_SKILL_08,F4C8_SKILL_03,related_to,Gradient/length from two points aids magnitude and direction.
F4C7_CON_15,F4C8_SKILL_19,related_to,Distance formula aligns with position vectors.

# Cross-chapter strong links (Vectors ↔ Ch6 Linear Law)
F4C6_CON_05,F4C8_CON_06,related_to,Gradient concept parallels scalar-multiple test for ∥.
F4C6_SKILL_03,F4C8_SKILL_15,related_to,Reading gradient/magnitude connects to component work.
F4C6_SKILL_05,F4C8_SKILL_10,related_to,Line equation intuition aids triangle-law layouts.

# Cross-chapter strong links (Vectors ↔ Ch1 Functions)
F4.FN.C01,F4C8_SKILL_19,related_to,Function/coordinate sense supports position-vector modelling.

# Cross-chapter strong links (Vectors ↔ Ch2 Quadratics)
F4C2_CON_27,F4C8_SKILL_03,related_to,Graph sketch discipline aids precise vector diagrams.

# Textbook applications
F4C8_CON_17,F4C8_SKILL_13,contains,Use speed/bearing examples (boat/wind/river).
# Chapter 9 internal structure
F4C9_CON_01,F4C9_SKILL_01,prerequisite,Define and verify sine rule.
F4C9_CON_02,F4C9_SKILL_02,prerequisite,Apply sine rule to find unknowns.
F4C9_CON_03,F4C9_SKILL_03,prerequisite,Recognise ambiguous case pattern (SSA).
F4C9_CON_04,F4C9_SKILL_04,prerequisite,Analyse a vs h and c to decide existence.
F4C9_CON_05,F4C9_SKILL_05,prerequisite,Solve both configurations if possible.
F4C9_CON_06,F4C9_SKILL_06,contains,Use sine rule for bearings and elevation.
F4C9_CON_07,F4C9_SKILL_07,prerequisite,Verify cosine rule geometrically.
F4C9_CON_08,F4C9_SKILL_08,prerequisite,Apply cosine rule for SAS/SSS.
F4C9_CON_08,F4C9_SKILL_09,contains,Solve contextual cosine-rule problems.
F4C9_CON_09,F4C9_SKILL_10,prerequisite,Derive area = ½ab sin C.
F4C9_CON_09,F4C9_SKILL_11,contains,Use ½ab sin C to find area.
